study,domain,instrument,outcome,trange,dir_imp,ctrl_cat,design,n_mbp,m_mbp,sd_mbp,n_ctl,m_ctl,sd_ctl,parse_notes,arm1_label,arm2_label,country,USA,participanttype,contacthours,nr_rand,d1,d2,d3,d4,d5,coi,taught
Beattie 2017,Depression,EDPS,Depression,Postintervention,D,active-specific,Randomized controlled trial,9.0,4.1,2.8,11.0,5.5,3.7,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Distress,PSS,Stress,1-6months,D,active-specific,Randomized controlled trial,8.0,11.4,8.26,10.0,10.3,6.63,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Distress,PSS,Stress,Baseline,D,active-specific,Randomized controlled trial,11.0,14.0,3.65,11.0,14.1,4.26,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Distress,PSS,Stress,Postintervention,D,active-specific,Randomized controlled trial,9.0,10.6,4.65,11.0,9.9,6.98,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Mindfulness,MAAS,Mindfulness,1-6months,U,active-specific,Randomized controlled trial,8.0,5.0,0.5,10.0,4.6,1.2,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Mindfulness,MAAS,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,11.0,4.2,0.59,11.0,4.2,0.99,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Mindfulness,MAAS,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,9.0,4.82,0.98,11.0,4.5,0.87,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Black 2015,Anxiety,BAI,Anxiety,Baseline,D,active-specific,Randomized controlled trial,24.0,13.5,4.5,25.0,13.4,4.5,,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Anxiety,BAI,Anxiety,Postintervention,D,active-specific,Randomized controlled trial,23.0,10.6,4.9,20.0,10.8,5.2,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Depression,BDI-II,Depression,Baseline,D,active-specific,Randomized controlled trial,24.0,10.9,4.9,25.0,11.0,4.9,,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Depression,BDI-II,Depression,Postintervention,D,active-specific,Randomized controlled trial,23.0,7.0,5.4,20.0,10.9,5.6,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Distress,PSS,Perceived stress,Baseline,D,active-specific,Randomized controlled trial,24.0,22.0,3.7,25.0,22.1,3.7,,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Distress,PSS,Perceived stress,Postintervention,D,active-specific,Randomized controlled trial,23.0,16.9,4.1,20.0,18.3,4.3,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Mindfulness,FFMQ short form,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,24.0,3.4,0.2,25.0,3.3,0.3,,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Mindfulness,FFMQ short form,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,23.0,3.6,0.2,20.0,3.4,0.3,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Psychosomatic outcomes,PSQI,Sleep,Baseline,D,active-specific,Randomized controlled trial,24.0,10.2,1.7,25.0,10.2,1.8,,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Black 2015,Psychosomatic outcomes,PSQI,Sleep,Postintervention,D,active-specific,Randomized controlled trial,23.0,7.4,1.9,20.0,9.1,2.0,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,US,yes,3.indicated,12,49,Low,Some,Some,High,Some,NR,N
Delgado 2010,Anxiety,STAI,Anxiety trait,Baseline,D,active-specific,Randomized controlled trial,18.0,29.7,10.7,18.0,31.6,11.6,,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Anxiety,STAI,Anxiety trait,Postintervention,D,active-specific,Randomized controlled trial,15.0,26.3,11.2,17.0,26.9,10.9,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Depression,BDI,Depression,Baseline,D,active-specific,Randomized controlled trial,18.0,9.0,6.2,18.0,9.8,8.6,,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Depression,BDI,Depression,Postintervention,D,active-specific,Randomized controlled trial,15.0,4.9,6.5,17.0,6.9,7.3,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Distress,PANAS-N time frame past week,Negative affect,Baseline,D,active-specific,Randomized controlled trial,18.0,23.2,6.5,18.0,23.4,9.0,,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Distress,PANAS-N time frame past week,Negative affect,Postintervention,D,active-specific,Randomized controlled trial,15.0,22.7,6.8,17.0,21.7,7.4,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Mental wellbeing,PANAS-P time frame past week,Positive affect,Baseline,U,active-specific,Randomized controlled trial,18.0,30.2,4.8,18.0,28.5,7.9,,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Delgado 2010,Mental wellbeing,PANAS-P time frame past week,Positive affect,Postintervention,U,active-specific,Randomized controlled trial,15.0,31.6,5.3,17.0,29.9,6.6,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,Spain,no,1.universal,10,36,Some,High,High,High,Some,NR,NR
Isbel 2019,Cognitive functioning,Sustained Attention to Response Task RT,Sustained attention,Baseline,D,active-specific,Randomized controlled trial,41.0,503.12,56.29,26.0,472.06,62.05,,Mindfulness,Control,Australia,no,1.universal,16,120,Some,High,High,High,Some,N,Y
Isbel 2019,Cognitive functioning,Sustained Attention to Response Task RT,Sustained attention,Postintervention,D,active-specific,Randomized controlled trial,41.0,506.1,65.59,26.0,466.89,74.98,,Mindfulness,Control,Australia,no,1.universal,16,120,Some,High,High,High,Some,N,Y
Isbel 2019,Distress,PANAS timeframe NR,Negative affect,Baseline,D,active-specific,Randomized controlled trial,41.0,15.12,4.64,26.0,13.5,2.92,,Mindfulness,Control,Australia,no,1.universal,16,120,Some,High,High,High,Some,N,Y
Isbel 2019,Distress,PANAS timeframe NR,Negative affect,Postintervention,D,active-specific,Randomized controlled trial,41.0,14.88,5.24,26.0,15.62,7.38,,Mindfulness,Control,Australia,no,1.universal,16,120,Some,High,High,High,Some,N,Y
Isbel 2019,Mental wellbeing,PANAS time frame NR,Positive affect,Baseline,U,active-specific,Randomized controlled trial,41.0,37.32,6.42,26.0,38.54,7.2,,Mindfulness,Control,Australia,no,1.universal,16,120,Some,High,High,High,Some,N,Y
Isbel 2019,Mental wellbeing,PANAS time frame NR,Positive affect,Postintervention,U,active-specific,Randomized controlled trial,41.0,40.56,4.99,26.0,39.04,7.3,,Mindfulness,Control,Australia,no,1.universal,16,120,Some,High,High,High,Some,N,Y
Josefsson 2014,Anxiety,Hospital Anxiety and Depression Scale,Anxiety,Baseline,D,active-specific,Randomized controlled trial,38.0,8.22,4.5,35.0,7.42,4.2,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Anxiety,Hospital Anxiety and Depression Scale,Anxiety,Postintervention,D,active-specific,Randomized controlled trial,38.0,5.92,3.6,35.0,5.2,3.6,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Cognitive functioning,,Stroop RT,Baseline,D,active-specific,Randomized controlled trial,21.0,1178.0,619.4,24.0,1201.7,360.3,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Cognitive functioning,,Stroop RT,Postintervention,D,active-specific,Randomized controlled trial,21.0,890.2,178.5,24.0,983.8,259.6,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Depression,Hospital Anxiety and Depression Scale,Depression,Baseline,D,active-specific,Randomized controlled trial,38.0,3.72,2.8,35.0,3.35,2.0,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Depression,Hospital Anxiety and Depression Scale,Depression,Postintervention,D,active-specific,Randomized controlled trial,38.0,2.9,2.6,35.0,2.46,2.2,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Mental wellbeing,short form of Ryff’s PWB scale,Psychological Well-being,Baseline,U,active-specific,Randomized controlled trial,38.0,4.46,0.6,35.0,4.6,0.5,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Mental wellbeing,short form of Ryff’s PWB scale,Psychological Well-being,Postintervention,U,active-specific,Randomized controlled trial,38.0,4.72,0.6,35.0,4.74,0.5,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Mindfulness,,Five-Facet Mindfulness Questionnaire,Baseline,U,active-specific,Randomized controlled trial,38.0,94.08,13.1,35.0,92.6,11.2,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Josefsson 2014,Mindfulness,,Five-Facet Mindfulness Questionnaire,Postintervention,U,active-specific,Randomized controlled trial,38.0,100.58,9.4,35.0,97.71,10.2,,Mindfulness,Relaxation,Sweden,no,1.universal,5.25,98,Some,High,High,High,Some,NR,NR
Lebares 2019,Cognitive functioning,NIH-EXAMINER task,Executive composite,6+months,U,active-specific,Randomized controlled trial,12.0,2.04,0.34,9.0,1.64,0.48,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Cognitive functioning,NIH-EXAMINER task,Executive composite,Baseline,U,active-specific,Randomized controlled trial,12.0,1.74,0.42,9.0,1.46,0.63,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Cognitive functioning,NIH-EXAMINER task,Executive composite,Postintervention,U,active-specific,Randomized controlled trial,12.0,1.86,0.43,9.0,1.61,0.51,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Depression,PHQ-9,Depression,6+months,D,active-specific,Randomized controlled trial,12.0,2.25,2.34,9.0,2.56,2.13,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Depression,PHQ-9,Depression,Baseline,D,active-specific,Randomized controlled trial,12.0,1.67,1.56,9.0,0.89,0.93,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Depression,PHQ-9,Depression,Postintervention,D,active-specific,Randomized controlled trial,12.0,2.58,2.61,9.0,3.33,3.61,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Distress,PSS-10,Perceived Stress,6+months,D,active-specific,Randomized controlled trial,12.0,11.17,3.69,9.0,14.56,4.13,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Distress,PSS-10,Perceived Stress,Baseline,D,active-specific,Randomized controlled trial,12.0,10.17,4.41,9.0,13.22,5.56,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Distress,PSS-10,Perceived Stress,Postintervention,D,active-specific,Randomized controlled trial,12.0,11.58,5.44,9.0,16.67,7.78,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Mindfulness,Cognitive and Affective Mindfulness Scale-Revised (CAMS-R),Mindfulness,6+months,U,active-specific,Randomized controlled trial,12.0,30.17,4.59,9.0,25.78,4.49,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Mindfulness,Cognitive and Affective Mindfulness Scale-Revised (CAMS-R),Mindfulness,Baseline,U,active-specific,Randomized controlled trial,12.0,28.0,4.09,9.0,25.89,4.4,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Mindfulness,Cognitive and Affective Mindfulness Scale-Revised (CAMS-R),Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,12.0,31.08,3.61,9.0,27.44,4.33,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Real life functioning,abbreviated Maslach Burnout Inventory validated?,Burnout,6+months,D,active-specific,Randomized controlled trial,12.0,29.42,8.48,9.0,30.89,8.57,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Real life functioning,abbreviated Maslach Burnout Inventory validated?,Burnout,Baseline,D,active-specific,Randomized controlled trial,12.0,23.92,6.83,9.0,25.33,7.62,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lebares 2019,Real life functioning,abbreviated Maslach Burnout Inventory validated?,Burnout,Postintervention,D,active-specific,Randomized controlled trial,12.0,28.42,7.65,9.0,29.67,5.9,,Mindfulness,Control,US,yes,1.universal,19,21,Some,High,Low,High,Some,Y,Y
Lonnberg 2020,Depression,EDPS,Depression,Baseline,D,active-specific,Randomized controlled trial,96.0,9.92,4.83,97.0,10.1,5.1,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Depression,EDPS,Depression,Postintervention,D,active-specific,Randomized controlled trial,96.0,6.37,4.1,97.0,8.42,5.48,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Distress,PSS-14,Perceived Stress,Baseline,D,active-specific,Randomized controlled trial,96.0,26.85,7.17,97.0,26.97,7.52,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Distress,PSS-14,Perceived Stress,Postintervention,D,active-specific,Randomized controlled trial,96.0,20.76,6.54,97.0,23.33,7.85,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,96.0,90.65,12.41,97.0,90.24,13.29,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,96.0,100.15,12.6,97.0,96.22,13.56,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Depression,EDPS,Depression,1-6months,D,active-specific,Randomized controlled trial,69.0,6.65,4.68,84.0,7.71,5.76,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lonnberg 2020,Distress,PSS-14,Perceived Stress,1-6months,D,active-specific,Randomized controlled trial,69.0,21.3,8.1,84.0,21.9,8.98,,Mindfulness,Control,Sweden,no,2.selective,10,193,Low,Some,Low,High,Some,Y,Y
Lopez-Maya 2019,Relationship with self,SCS,Self-compassion,Baseline,U,active-specific,Randomized controlled trial,38.0,68.759474,20.085319,38.0,70.964737,16.308867,,Mindfulness,Control,US,yes,3.indicated,20,76,Low,Some,Some,High,Some,N,NR
Lopez-Maya 2019,Relationship with self,SCS,Self-compassion,Postintervention,U,active-specific,Randomized controlled trial,38.0,88.609999,15.400212,38.0,85.566842,16.745309,,Mindfulness,Control,US,yes,3.indicated,20,76,Low,Some,Some,High,Some,N,NR
Ma 2019,Anxiety,BAI,Anxiety,1-6months,D,active-specific,Randomized controlled trial,22.0,10.82,7.3,19.0,8.79,5.96,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Anxiety,BAI,Anxiety,Baseline,D,active-specific,Randomized controlled trial,22.0,15.68,5.76,21.0,13.84,5.28,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Anxiety,BAI,Anxiety,Postintervention,D,active-specific,Randomized controlled trial,22.0,7.55,4.59,19.0,9.32,5.91,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Cognitive functioning,Internal switching task (switching cost),Attention,Baseline,D,active-specific,Randomized controlled trial,22.0,0.44,0.4,19.0,0.42,0.27,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Cognitive functioning,Internal switching task (switching cost),Attention,Postintervention,D,active-specific,Randomized controlled trial,22.0,0.39,0.28,19.0,0.42,0.19,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Depression,HADS D Chinese,Depression,1-6months,D,active-specific,Randomized controlled trial,22.0,3.82,2.54,19.0,4.79,3.41,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Depression,HADS D Chinese,Depression,Baseline,D,active-specific,Randomized controlled trial,22.0,7.55,3.05,21.0,5.21,2.84,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Depression,HADS D Chinese,Depression,Postintervention,D,active-specific,Randomized controlled trial,22.0,4.14,3.04,19.0,4.32,2.77,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Distress,Revised Clinical Interview Schedule (CIS-R) Chinese,Psychological Symptoms,1-6months,D,active-specific,Randomized controlled trial,22.0,10.36,7.44,19.0,8.37,5.93,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Distress,Revised Clinical Interview Schedule (CIS-R) Chinese,Psychological Symptoms,Baseline,D,active-specific,Randomized controlled trial,22.0,17.68,7.17,21.0,12.16,6.19,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Distress,Revised Clinical Interview Schedule (CIS-R) Chinese,Psychological Symptoms,Postintervention,D,active-specific,Randomized controlled trial,22.0,7.91,6.52,19.0,9.11,5.97,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Mindfulness,MAAS,Mindfulness,1-6months,U,active-specific,Randomized controlled trial,22.0,4.35,0.56,19.0,4.46,0.79,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Mindfulness,MAAS,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,22.0,4.02,0.61,21.0,4.06,0.64,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Ma 2019,Mindfulness,MAAS,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,22.0,4.4,0.59,19.0,4.33,0.61,,Mindfulness,Control,China (HK),no,3.indicated,12,43,Some,Some,Low,High,Some,NR,Y
Malinowski 2017,Mental wellbeing,WEMWBS,Wellbeing,Baseline,U,active-specific,Randomized controlled trial,25.0,54.1,7.0,25.0,54.6,9.8,,Mindfulness,Control,UK,no,1.universal,6,56,Some,Some,High,High,Some,N,NR
Malinowski 2017,Mental wellbeing,WEMWBS,Wellbeing,Postintervention,U,active-specific,Randomized controlled trial,25.0,55.2,6.6,25.0,54.3,7.4,,Mindfulness,Control,UK,no,1.universal,6,56,Some,Some,High,High,Some,N,NR
Malinowski 2017,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,25.0,134.8,17.6,25.0,137.6,18.6,,Mindfulness,Control,UK,no,1.universal,6,56,Some,Some,High,High,Some,N,NR
Malinowski 2017,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,25.0,138.1,16.6,25.0,135.2,15.1,,Mindfulness,Control,UK,no,1.universal,6,56,Some,Some,High,High,Some,N,NR
Malinowski 2017,Relationship with self,Generalised Self-Efficacy Scale,Self-efficacy,Baseline,U,active-specific,Randomized controlled trial,25.0,31.1,4.2,25.0,33.2,4.0,,Mindfulness,Control,UK,no,1.universal,6,56,Some,Some,High,High,Some,N,NR
Malinowski 2017,Relationship with self,Generalised Self-Efficacy Scale,Self-efficacy,Postintervention,U,active-specific,Randomized controlled trial,25.0,32.2,3.1,25.0,34.1,4.1,,Mindfulness,Control,UK,no,1.universal,6,56,Some,Some,High,High,Some,N,NR
Sevinc 2018,Distress,PSS-10,Perceived stress,Baseline,D,active-specific,Cluster randomized controlled trial,18.0,17.7,5.7,20.0,14.1,6.6,,Mindfulness,Control,US,yes,1.universal,16,50,Low,Some,Low,High,Some,N,N
Sevinc 2018,Distress,PSS-10,Perceived stress,Postintervention,D,active-specific,Cluster randomized controlled trial,18.0,11.9,5.0,20.0,11.3,5.5,,Mindfulness,Control,US,yes,1.universal,16,50,Low,Some,Low,High,Some,N,N
Sevinc 2018,Mindfulness,FFMQ subscales,Mindfulness,Baseline,U,active-specific,Cluster randomized controlled trial,19.0,125.6,18.98,19.0,130.9,18.05,,Mindfulness,Control,US,yes,1.universal,16,50,Low,Some,Low,High,Some,N,N
Sevinc 2018,Mindfulness,FFMQ subscales,Mindfulness,Postintervention,U,active-specific,Cluster randomized controlled trial,19.0,120.8,17.43,19.0,144.4,18.34,,Mindfulness,Control,US,yes,1.universal,16,50,Low,Some,Low,High,Some,N,N
Sevinc 2018,Relationship with self,SCS 26 subscales,Self-compassion,Baseline,U,active-specific,Cluster randomized controlled trial,18.0,18.37,2.55,19.0,17.04,2.18,,Mindfulness,Control,US,yes,1.universal,16,50,Low,Some,Low,High,Some,N,N
Sevinc 2018,Relationship with self,SCS 26 subscales,Self-compassion,Postintervention,U,active-specific,Cluster randomized controlled trial,18.0,17.81,2.49,19.0,17.45,2.43,,Mindfulness,Control,US,yes,1.universal,16,50,Low,Some,Low,High,Some,N,N
Guardino 2014,Distress,PSS-14,Perceived stress,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,36.17,5.9,13.0,37.42,7.27,,Mindfulness,Control,US,yes,1.universal,12,47,Some,Some,High,High,Some,NR,N
Guardino 2014,Distress,PSS-14,Perceived stress,Baseline,D,active-nonspecific,Randomized controlled trial,24.0,41.81,6.0,23.0,39.91,8.55,,Mindfulness,Control,US,yes,1.universal,12,47,Some,Some,High,High,Some,NR,N
Guardino 2014,Distress,PSS-14,Perceived stress,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,37.3,5.38,20.0,35.8,8.01,,Mindfulness,Control,US,yes,1.universal,12,47,Some,Some,High,High,Some,NR,N
Guardino 2014,Mindfulness,FFMQ,Mindfulness,1-6months,U,active-nonspecific,Randomized controlled trial,20.0,132.68,16.58,13.0,136.73,23.0,,Mindfulness,Control,US,yes,1.universal,12,47,Some,Some,High,High,Some,NR,N
Guardino 2014,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,24.0,119.64,13.04,23.0,123.61,16.41,,Mindfulness,Control,US,yes,1.universal,12,47,Some,Some,High,High,Some,NR,N
Guardino 2014,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-nonspecific,Randomized controlled trial,20.0,134.24,15.48,20.0,134.66,20.17,,Mindfulness,Control,US,yes,1.universal,12,47,Some,Some,High,High,Some,NR,N
James 2018,Anxiety,DASS,Anxiety,1-6months,D,active-nonspecific,Randomized controlled trial,28.0,10.1,7.7,32.0,11.8,9.6,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Anxiety,DASS,Anxiety,Baseline,D,active-nonspecific,Randomized controlled trial,28.0,12.9,9.0,32.0,13.4,10.5,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Anxiety,DASS,Anxiety,Postintervention,D,active-nonspecific,Randomized controlled trial,28.0,10.4,9.6,32.0,12.1,9.8,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Depression,DASS,Depression,1-6months,D,active-nonspecific,Randomized controlled trial,28.0,13.2,11.5,32.0,13.4,11.1,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Depression,DASS,Depression,Baseline,D,active-nonspecific,Randomized controlled trial,28.0,16.1,12.1,32.0,14.0,10.3,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Depression,DASS,Depression,Postintervention,D,active-nonspecific,Randomized controlled trial,28.0,12.1,12.6,32.0,11.6,9.7,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Distress,DASS,Stress,1-6months,D,active-nonspecific,Randomized controlled trial,28.0,18.8,10.8,32.0,21.1,9.4,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Distress,DASS,Stress,Baseline,D,active-nonspecific,Randomized controlled trial,28.0,24.0,10.2,32.0,21.6,9.6,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Distress,DASS,Stress,Postintervention,D,active-nonspecific,Randomized controlled trial,28.0,17.5,11.4,32.0,20.3,9.9,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Mindfulness,FFMQ,Mindfulness,1-6months,U,active-nonspecific,Randomized controlled trial,28.0,119.5,22.9,32.0,111.6,14.8,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,28.0,104.8,18.4,32.0,109.3,17.1,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-nonspecific,Randomized controlled trial,28.0,119.5,19.9,32.0,111.0,14.5,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Relationship with self,SCS-12,Self-compassion,1-6months,U,active-nonspecific,Randomized controlled trial,28.0,2.7,0.8,32.0,2.5,0.7,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
